isogroup47480_c0_g2	K13525
isogroup77275_c0_g1	K12829
isogroup114289_c0_g1	K04373
isogroup75531_c2_g3	K16330
isogroup64836_c0_g1	K09503
isogroup52326_c0_g1	K17046
isogroup69299_c3_g2	K05633
isogroup73143_c0_g5	K03029
isogroup71816_c0_g1	K11276
isogroup31841_c0_g1	K12180
isogroup89212_c0_g1	K14790
isogroup40209_c0_g1	K16727
isogroup59196_c0_g3	K14295
isogroup62571_c1_g2	K14798
isogroup73418_c0_g3	K00012
isogroup75783_c6_g2	K17918
isogroup67134_c5_g1	K09580
isogroup75249_c1_g3	K17493
isogroup72293_c0_g1	K00856
isogroup83380_c0_g1	K11307
isogroup95215_c0_g1	K14938
isogroup5876_c0_g1	K06997
isogroup61872_c0_g3	K11434
isogroup76055_c0_g2	K00693
isogroup53655_c0_g1	K10370
isogroup70117_c5_g12	K19719
isogroup75171_c0_g3	K18201
isogroup76577_c2_g3	K14309
isogroup72352_c0_g5	K00850
isogroup74711_c2_g1	K23424
isogroup76905_c0_g6	K17260
isogroup67595_c6_g10	K02973
isogroup72045_c0_g1	K09848
isogroup71769_c1_g2	K12669
isogroup66878_c7_g1	K24796
isogroup47391_c0_g1	K10660
isogroup89221_c0_g1	K10645
isogroup74682_c4_g5	K01366
isogroup74103_c0_g1	K12231
isogroup67156_c2_g1	K09848
isogroup66727_c0_g2	K22825
isogroup77320_c0_g4	K06233
isogroup52269_c0_g2	K05906
isogroup65468_c0_g4	K00128
isogroup72994_c4_g1	K20465
isogroup68460_c3_g1	K02333
isogroup64436_c0_g1	K05758
isogroup66872_c1_g1	K04392
isogroup106274_c0_g1	K23538
isogroup78510_c0_g1	K10362
isogroup79245_c5_g2	K16478
isogroup70582_c2_g1	K14638
isogroup73528_c2_g2	K18469
isogroup77834_c7_g1	K08765
isogroup79027_c1_g1	K00901
isogroup38976_c0_g1	K01687
isogroup75674_c2_g1	K20631
isogroup63502_c0_g1	K07375
isogroup78222_c1_g2	K00654
isogroup72802_c2_g2	K05543
isogroup99096_c0_g1	K20526
isogroup41215_c0_g1	K16197
isogroup4704_c0_g1	K10575
isogroup72127_c1_g1	K14007
isogroup74551_c1_g1	K15113
isogroup68945_c0_g1	K06777
isogroup74430_c0_g1	K11997
isogroup66772_c0_g1	K05768
isogroup73484_c0_g1	K12233
isogroup68487_c1_g1	K05098
isogroup66973_c0_g1	K14539
isogroup69558_c0_g1	K19758
isogroup64139_c0_g1	K01689
isogroup77315_c1_g1	K13948
isogroup74733_c2_g1	K16860
isogroup68967_c7_g2	K02942
isogroup65481_c0_g1	K15109
isogroup63273_c0_g2	K05863
isogroup50852_c0_g1	K12035
isogroup75011_c3_g3	K07179
isogroup78045_c0_g2	K00863
isogroup78047_c1_g1	K10900
isogroup66141_c4_g1	K02870
isogroup39404_c0_g1	K17306
isogroup66661_c0_g1	K02270
isogroup72333_c0_g1	K17930
isogroup78668_c0_g1	K03178
isogroup87350_c0_g1	K01876
isogroup77369_c0_g3	K01415
isogroup67894_c0_g1	K09490
isogroup72131_c2_g1	K06571
isogroup65994_c0_g1	K20793
isogroup63404_c0_g1	K14648
isogroup66920_c0_g1	K13051
isogroup73354_c6_g1	K14943
isogroup66119_c0_g1	K19027
isogroup75215_c0_g2	K09374
isogroup68977_c0_g1	K05699
isogroup123003_c0_g1	K13111
isogroup67632_c2_g1	K06051
isogroup82025_c0_g1	K03259
isogroup77702_c1_g3	K10803
isogroup75764_c0_g4	K18423
isogroup83222_c0_g1	K20193
isogroup74787_c4_g1	K17601
isogroup59974_c0_g1	K23972
isogroup45538_c0_g2	K11087
isogroup122886_c0_g1	K22644
isogroup74244_c1_g4	K01555
isogroup77921_c1_g2	K04437
isogroup72002_c0_g1	K02180
isogroup36854_c0_g1	K00387
isogroup74588_c2_g4	K11343
isogroup73528_c2_g3	K18469
isogroup32735_c0_g1	K15296
isogroup79197_c1_g2	K16726
isogroup1857_c0_g1	K13988
isogroup76479_c0_g2	K01110
isogroup121042_c0_g1	K00654
isogroup64565_c0_g3	K12828
isogroup6246_c0_g1	K15791
isogroup72821_c0_g1	K08844
isogroup66005_c0_g1	K08624
isogroup74954_c0_g1	K00850
isogroup67774_c0_g1	K04733
isogroup55451_c0_g1	K15187
isogroup67664_c3_g1	K00637
isogroup11865_c0_g1	K02991
isogroup51495_c0_g1	K12309
isogroup69670_c0_g1	K12474
isogroup69161_c3_g1	K07374
isogroup52920_c0_g1	K01196
isogroup75147_c0_g2	K14411
isogroup77793_c0_g2	K19721
isogroup77052_c2_g2	K18626
isogroup72968_c6_g2	K04079
isogroup59567_c0_g1	K13091
isogroup57288_c0_g1	K00031
isogroup119578_c0_g1	K14379
isogroup52341_c0_g1	K23600
isogroup25840_c0_g1	K00901
isogroup69030_c8_g1	K00522
isogroup73520_c0_g1	K02604
isogroup70690_c6_g3	K20899
isogroup58194_c0_g2	K07941
isogroup56080_c0_g1	K02880
isogroup71883_c0_g1	K03859
isogroup67611_c3_g1	K05695
isogroup66525_c1_g4	K05665
isogroup68734_c6_g1	K13299
isogroup76749_c2_g1	K15162
isogroup79502_c2_g2	K19511
isogroup66723_c1_g6	K00461
isogroup77749_c0_g1	K17263
isogroup70516_c0_g2	K20030
isogroup68531_c1_g2	K12035
isogroup61519_c0_g1	K00939
isogroup70563_c0_g1	K11778
isogroup78578_c1_g1	K13024
isogroup72639_c5_g1	K06173
isogroup73962_c0_g1	K20703
isogroup42907_c0_g1	K02985
isogroup39919_c0_g1	K10457
isogroup76854_c0_g2	K07195
isogroup107257_c0_g1	K16358
isogroup44348_c0_g1	K08656
isogroup100980_c0_g1	K09569
isogroup71517_c3_g1	K22824
isogroup60393_c0_g1	K24687
isogroup71615_c3_g2	K15190
isogroup76928_c0_g4	K15333
isogroup105664_c0_g1	K13403
isogroup69404_c0_g2	K17592
isogroup68647_c1_g1	K05658
isogroup66763_c0_g1	K16506
isogroup73088_c0_g3	K10251
isogroup77374_c0_g2	K17906
isogroup68892_c0_g1	K16893
isogroup74486_c2_g1	K04567
isogroup70902_c5_g2	K11303
isogroup79101_c2_g1	K06051
isogroup66116_c0_g1	K17592
isogroup25839_c0_g1	K10251
isogroup69215_c0_g1	K24760
isogroup41547_c0_g1	K02930
isogroup71318_c4_g1	K14963
isogroup67210_c4_g6	K13525
isogroup72080_c8_g1	K14569
isogroup78680_c1_g1	K10380
isogroup76874_c2_g2	K17796
isogroup70344_c1_g2	K20403
isogroup116433_c0_g1	K24413
isogroup73847_c0_g7	K10408
isogroup64743_c0_g2	K12035
isogroup26519_c0_g1	K13710
isogroup77763_c1_g3	K03234
isogroup77523_c2_g2	K03781
isogroup52496_c0_g1	K23882
isogroup67334_c9_g2	K22928
isogroup74104_c1_g1	K14571
isogroup82349_c0_g1	K09405
isogroup26912_c0_g2	K22939
isogroup73699_c2_g1	K12737
isogroup87389_c0_g1	K19525
isogroup65194_c0_g1	K12462
isogroup68368_c5_g3	K15437
isogroup71149_c0_g1	K07511
isogroup69005_c8_g1	K02987
isogroup61395_c0_g3	K01053
isogroup75199_c0_g2	K14996
isogroup76319_c3_g1	K12841
isogroup74043_c2_g2	K08106
isogroup65500_c0_g2	K21630
isogroup76208_c1_g1	K17659
isogroup69530_c0_g1	K03094
isogroup78823_c0_g2	K17613
isogroup70187_c1_g3	K08790
isogroup70261_c4_g1	K09214
isogroup96496_c0_g1	K13144
isogroup68533_c7_g2	K24086
isogroup59547_c0_g1	K14677
isogroup74899_c0_g2	K09498
isogroup73093_c1_g1	K01369
isogroup66541_c5_g1	K03231
isogroup68169_c5_g1	K09276
isogroup55147_c0_g4	K18598
isogroup67838_c8_g2	K02870
isogroup68234_c9_g3	K10373
isogroup55245_c0_g1	K13886
isogroup78923_c4_g1	K08366
isogroup71297_c5_g4	K07901
isogroup77782_c0_g1	K03155
isogroup50785_c0_g2	K18733
isogroup66546_c10_g1	K02991
isogroup78121_c0_g1	K03099
isogroup72371_c8_g1	K22755
isogroup64244_c0_g1	K13192
isogroup79516_c1_g2	K08803
isogroup67772_c0_g1	K17197
isogroup55386_c1_g4	K09496
isogroup72239_c1_g2	K07934
isogroup126209_c0_g1	K13084
isogroup72940_c2_g1	K07904
isogroup29531_c0_g1	K22182
isogroup53274_c0_g2	K01647
isogroup60554_c0_g1	K01379
isogroup66345_c0_g3	K17854
isogroup77661_c0_g1	K17341
isogroup30230_c0_g1	K21413
isogroup69244_c1_g1	K00522
isogroup68158_c3_g2	K02132
isogroup71427_c0_g1	K10640
isogroup152_c0_g1	K00627
isogroup44572_c0_g1	K02155
isogroup77354_c5_g11	K02889
isogroup71684_c2_g1	K24134
isogroup73388_c0_g2	K13338
isogroup50029_c0_g1	K06114
isogroup75404_c4_g1	K10776
isogroup11678_c0_g1	K04437
isogroup112751_c0_g1	K02134
isogroup73106_c1_g3	K10392
isogroup74695_c3_g2	K04560
isogroup68848_c5_g3	K03252
isogroup76535_c1_g4	K07942
isogroup74907_c0_g9	K10956
isogroup115305_c0_g1	K08033
isogroup67293_c0_g1	K19907
isogroup60361_c0_g2	K04615
isogroup41873_c0_g1	K05609
isogroup46708_c0_g1	K18753
isogroup77494_c0_g1	K09848
isogroup69589_c2_g4	K12795
isogroup37069_c0_g1	K17294
isogroup77909_c1_g2	K04600
isogroup74629_c3_g2	K22987
isogroup69796_c0_g1	K00477
isogroup66556_c0_g1	K11995
isogroup61898_c0_g1	K22125
isogroup64228_c0_g1	K06560
isogroup57806_c1_g1	K09499
isogroup123114_c0_g1	K10442
isogroup64948_c0_g3	K00934
isogroup70903_c2_g4	K02955
isogroup79070_c2_g1	K13708
isogroup74053_c0_g2	K01619
isogroup72628_c0_g2	K00121
isogroup73731_c0_g1	K09027
isogroup11521_c0_g1	K01265
isogroup72425_c2_g12	K19719
isogroup66332_c1_g1	K10380
isogroup65036_c1_g1	K03064
isogroup71709_c0_g1	K01251
isogroup24633_c0_g1	K15174
isogroup72102_c2_g1	K07763
isogroup42379_c0_g1	K17943
isogroup61309_c0_g1	K04565
isogroup68728_c0_g2	K06620
isogroup71097_c1_g2	K12562
isogroup66905_c4_g1	K09490
isogroup73363_c0_g1	K16831
isogroup79374_c2_g1	K10691
isogroup66502_c0_g2	K10408
isogroup68884_c0_g1	K03177
isogroup71537_c0_g1	K23518
isogroup72552_c4_g2	K21595
isogroup10339_c0_g1	K22383
isogroup95439_c0_g1	K15720
isogroup69987_c6_g1	K24730
isogroup54530_c0_g1	K17079
isogroup48472_c0_g1	K02974
isogroup68276_c0_g2	K01137
isogroup16335_c0_g1	K10612
isogroup99963_c0_g1	K14026
isogroup37359_c0_g1	K00121
isogroup49395_c0_g1	K07964
isogroup76139_c0_g1	K22070
isogroup71933_c2_g4	K04393
isogroup71070_c0_g1	K24469
isogroup62419_c0_g1	K02983
isogroup74989_c0_g1	K06096
isogroup72810_c3_g2	K15360
isogroup64856_c0_g1	K17108
isogroup75944_c4_g1	K01166
isogroup77510_c0_g1	K20298
isogroup64993_c0_g1	K06269
isogroup59006_c0_g1	K03942
isogroup95976_c0_g1	K01792
isogroup76684_c7_g1	K13172
isogroup66966_c6_g1	K13644
isogroup36067_c0_g1	K04097
isogroup78525_c3_g2	K13912
isogroup40454_c0_g3	K03232
isogroup76769_c0_g2	K18756
isogroup57126_c0_g1	K00031
isogroup78531_c3_g2	K05349
isogroup70055_c0_g1	K22415
isogroup36668_c0_g1	K03258
isogroup76205_c1_g1	K17233
isogroup75808_c0_g1	K00312
isogroup77114_c1_g1	K05658
isogroup67986_c0_g1	K01895
isogroup76965_c5_g1	K10408
isogroup56237_c0_g1	K17261
isogroup77397_c2_g1	K05681
isogroup70185_c2_g2	K21635
isogroup26643_c0_g1	K10061
isogroup74535_c2_g3	K18032
isogroup79078_c3_g1	K10798
isogroup70710_c3_g1	K01551
isogroup13284_c0_g1	K14025
isogroup71737_c10_g6	K24469
isogroup70071_c2_g2	K01148
isogroup370_c0_g1	K14296
isogroup72057_c3_g1	K12172
isogroup122637_c0_g1	K05309
isogroup76356_c2_g4	K16944
isogroup70441_c8_g1	K01053
isogroup71612_c4_g1	K08106
isogroup11483_c0_g1	K20296
isogroup100791_c0_g1	K02144
isogroup78645_c2_g7	K03263
isogroup72956_c2_g2	K22470
isogroup76136_c11_g3	K24729
isogroup62765_c0_g1	K00921
isogroup43473_c0_g1	K13861
isogroup68200_c3_g1	K01365
isogroup70734_c0_g2	K20168
isogroup64512_c0_g2	K12349
isogroup75850_c7_g3	K15516
isogroup30885_c0_g1	K03105
isogroup68535_c15_g1	K02868
isogroup70189_c0_g1	K03241
isogroup78561_c0_g1	K06665
isogroup78163_c0_g1	K04681
isogroup68461_c8_g1	K09567
isogroup73821_c0_g1	K09848
isogroup69710_c1_g1	K12947
isogroup56487_c0_g1	K02730
isogroup77460_c1_g2	K12035
isogroup75812_c2_g1	K11847
isogroup79339_c0_g1	K05695
isogroup68610_c0_g3	K08341
isogroup30137_c0_g1	K01251
isogroup80198_c0_g1	K08654
isogroup63129_c0_g2	K12035
isogroup73145_c2_g2	K14442
isogroup75112_c2_g1	K02872
isogroup77845_c0_g2	K00884
isogroup74419_c0_g1	K12847
isogroup62065_c0_g1	K23966
isogroup75606_c0_g1	K24752
isogroup55500_c0_g2	K22660
isogroup77251_c0_g4	K04593
isogroup70560_c5_g3	K02894
isogroup75378_c3_g1	K05692
isogroup78425_c0_g1	K04437
isogroup35534_c0_g1	K02295
isogroup57915_c0_g1	K04097
isogroup107853_c0_g1	K07198
isogroup74296_c2_g1	K07050
isogroup78662_c1_g1	K24226
isogroup64472_c0_g2	K04374
isogroup72750_c0_g1	K11836
isogroup70249_c1_g1	K08830
isogroup32997_c0_g1	K01890
isogroup47691_c0_g1	K19196
isogroup72196_c1_g2	K09504
isogroup34601_c0_g1	K11098
isogroup76473_c1_g2	K10457
isogroup81829_c0_g1	K14772
isogroup85120_c0_g1	K01057
isogroup59383_c0_g1	K17081
isogroup73810_c2_g1	K12229
isogroup69107_c0_g1	K00463
isogroup73012_c3_g1	K12866
isogroup76538_c1_g1	K10300
isogroup36623_c0_g1	K00382
isogroup61210_c0_g1	K07942
isogroup70923_c0_g2	K09602
isogroup56428_c0_g2	K05402
isogroup71341_c0_g2	K18080
isogroup122223_c0_g1	K00326
isogroup59139_c0_g2	K12035
isogroup18064_c0_g2	K14841
isogroup55986_c1_g1	K12872
isogroup51331_c0_g1	K00927
isogroup74145_c0_g1	K01008
isogroup70484_c2_g1	K15791
isogroup44415_c0_g2	K10373
isogroup77029_c0_g1	K24141
isogroup121112_c0_g1	K02951
isogroup70267_c0_g1	K03953
isogroup78403_c0_g2	K17341
isogroup71932_c0_g5	K22282
isogroup78994_c4_g1	K08876
isogroup76089_c3_g1	K08770
isogroup75460_c0_g4	K11406
isogroup75629_c0_g1	K10769
isogroup58791_c0_g4	K07200
isogroup67823_c0_g1	K18173
isogroup43073_c0_g1	K12384
isogroup78720_c0_g3	K10356
isogroup79116_c0_g1	K12478
isogroup50225_c0_g1	K11587
isogroup67399_c13_g2	K08467
isogroup51253_c0_g1	K00915
isogroup107320_c0_g1	K20456
isogroup33661_c0_g1	K24227
isogroup87336_c0_g1	K23929
isogroup73568_c4_g1	K00999
isogroup74361_c0_g1	K15040
isogroup78701_c1_g1	K05695
isogroup72269_c7_g1	K18270
isogroup59886_c0_g2	K09276
isogroup77424_c1_g1	K15013
isogroup75526_c0_g2	K12869
isogroup70281_c2_g3	K12751
isogroup23373_c0_g1	K04565
isogroup79310_c2_g1	K17700
isogroup76033_c0_g2	K04345
isogroup66817_c0_g3	K01647
isogroup77022_c1_g1	K01206
isogroup76456_c0_g1	K06835
isogroup75901_c0_g2	K14616
isogroup69271_c5_g1	K08770
isogroup72018_c0_g2	K08856
isogroup104662_c0_g1	K06271
isogroup74690_c0_g3	K01634
isogroup16554_c0_g1	K02947
isogroup56686_c0_g6	K14326
isogroup72142_c0_g1	K01112
isogroup61384_c0_g1	K03173
isogroup78989_c11_g1	K09499
isogroup30013_c0_g1	K11654
isogroup41045_c0_g1	K17921
isogroup73173_c4_g2	K22125
isogroup74732_c0_g1	K13347
isogroup77584_c5_g1	K08054
isogroup56863_c0_g1	K02936
isogroup27506_c0_g1	K01379
isogroup4315_c0_g1	K04507
isogroup65268_c0_g2	K20222
isogroup78135_c0_g1	K13912
isogroup76562_c2_g3	K11224
isogroup71726_c2_g2	K03231
isogroup76917_c4_g1	K16470
isogroup59037_c0_g1	K09624
isogroup70185_c3_g1	K06271
isogroup74499_c3_g2	K23343
isogroup74237_c0_g1	K00383
isogroup72923_c1_g1	K14163
isogroup73268_c0_g4	K15102
isogroup78989_c16_g1	K02966
isogroup56917_c0_g2	K19719
isogroup71572_c0_g5	K16186
isogroup56794_c0_g1	K00164
isogroup72428_c4_g1	K24496
isogroup29638_c0_g1	K02934
isogroup67090_c0_g1	K22557
isogroup69350_c0_g2	K03671
isogroup67793_c3_g1	K01623
isogroup77215_c0_g1	K05658
isogroup72638_c2_g2	K12883
isogroup78672_c0_g1	K21440
isogroup70397_c0_g1	K20412
isogroup66386_c0_g1	K18156
isogroup74412_c1_g2	K12567
isogroup55336_c0_g1	K23740
isogroup75283_c2_g1	K21877
isogroup78046_c0_g1	K10645
isogroup75475_c6_g3	K08731
isogroup67343_c0_g1	K08066
isogroup67729_c0_g1	K14309
isogroup75197_c2_g2	K17267
isogroup68769_c1_g1	K05673
isogroup38939_c0_g1	K02268
isogroup74415_c1_g1	K24973
isogroup76164_c0_g1	K12035
isogroup74258_c3_g1	K23610
isogroup75628_c1_g1	K17503
isogroup69530_c1_g1	K10695
isogroup65801_c0_g1	K01482
isogroup67858_c0_g1	K16530
isogroup70860_c4_g2	K00683
isogroup72580_c0_g2	K15210
isogroup17295_c0_g1	K19613
isogroup76177_c0_g1	K12401
isogroup73765_c0_g1	K00600
isogroup78407_c0_g1	K00323
isogroup63367_c0_g1	K04097
isogroup69360_c0_g1	K13675
isogroup71932_c0_g2	K22282
isogroup73716_c1_g4	K01363
isogroup65187_c2_g7	K02975
isogroup54591_c0_g1	K00140
isogroup41136_c0_g2	K24752
isogroup77127_c6_g1	K01875
isogroup74835_c4_g1	K04515
isogroup13057_c0_g1	K01027
isogroup61257_c1_g1	K07877
isogroup74663_c2_g1	K14777
isogroup86392_c0_g1	K09848
isogroup74118_c0_g2	K04674
isogroup56718_c0_g1	K02987
isogroup75516_c0_g1	K06269
isogroup73025_c3_g1	K07374
isogroup23300_c0_g1	K04437
isogroup73963_c1_g4	K10315
isogroup69358_c0_g5	K15025
isogroup70468_c3_g5	K12586
isogroup78539_c3_g1	K18469
isogroup32788_c0_g1	K14408
isogroup76888_c4_g4	K07375
isogroup77505_c1_g3	K14824
isogroup75344_c3_g1	K16197
isogroup57876_c0_g1	K11098
isogroup75324_c0_g1	K12362
isogroup78574_c1_g1	K11367
isogroup77808_c1_g1	K03006
isogroup74464_c0_g4	K19947
isogroup77448_c0_g1	K11491
isogroup70313_c0_g2	K02966
isogroup115090_c0_g1	K07407
isogroup47350_c0_g2	K08059
isogroup70956_c0_g1	K22017
isogroup76018_c0_g1	K01698
isogroup42760_c0_g1	K16848
isogroup78296_c1_g5	K17987
isogroup52204_c0_g1	K13091
isogroup54578_c0_g1	K17083
isogroup54711_c0_g1	K02883
isogroup60671_c0_g1	K12751
isogroup74738_c2_g1	K15304
isogroup71025_c0_g1	K22422
isogroup71957_c9_g1	K23344
isogroup28539_c0_g1	K03262
isogroup10847_c0_g1	K15621
isogroup74238_c0_g5	K10408
isogroup71353_c3_g4	K17339
isogroup68582_c0_g3	K15538
isogroup58844_c0_g4	K15409
isogroup67900_c1_g2	K01527
isogroup44015_c0_g1	K09510
isogroup76276_c0_g3	K04079
isogroup68866_c1_g2	K13912
isogroup60323_c0_g1	K01202
isogroup56128_c0_g1	K06115
isogroup70568_c3_g1	K17286
isogroup72090_c0_g2	K23298
isogroup60740_c0_g1	K05948
isogroup70587_c2_g3	K15789
isogroup65919_c1_g1	K24524
isogroup71444_c0_g1	K04658
isogroup77095_c0_g4	K10771
isogroup74358_c2_g1	K07151
isogroup11490_c0_g1	K08789
isogroup98878_c0_g1	K13513
isogroup62809_c1_g1	K05863
isogroup68462_c3_g1	K12661
isogroup40815_c0_g1	K17751
isogroup45753_c0_g1	K12166
isogroup78263_c0_g1	K04646
isogroup76211_c0_g1	K13139
isogroup112763_c0_g1	K00700
isogroup87839_c0_g1	K19788
isogroup73369_c0_g1	K09232
isogroup70245_c1_g1	K10352
isogroup73553_c0_g1	K07375
isogroup73744_c1_g3	K18752
isogroup82222_c0_g1	K11986
isogroup30182_c0_g1	K13736
isogroup71822_c0_g1	K13982
isogroup21555_c0_g1	K24069
isogroup75129_c1_g1	K24787
isogroup73016_c2_g1	K10267
isogroup74244_c1_g1	K01555
isogroup49485_c0_g1	K20121
isogroup61750_c0_g1	K03174
isogroup78668_c0_g2	K03178
isogroup101860_c0_g1	K14677
isogroup71354_c3_g4	K05643
isogroup69124_c0_g2	K02870
isogroup21696_c0_g1	K08601
isogroup104829_c0_g1	K00306
isogroup74097_c3_g1	K04695
isogroup71618_c0_g1	K12875
isogroup67027_c12_g1	K18584
isogroup60969_c0_g1	K04468
isogroup74692_c2_g1	K04505
isogroup73348_c0_g1	K16766
isogroup76474_c1_g1	K23282
isogroup49994_c0_g1	K00134
isogroup78277_c0_g1	K17849
isogroup75117_c2_g2	K13179
isogroup71897_c0_g1	K13239
isogroup100102_c0_g1	K15113
isogroup76235_c3_g1	K00942
isogroup73731_c0_g2	K03143
isogroup65040_c0_g1	K00933
isogroup74001_c1_g1	K10260
isogroup68002_c7_g1	K22377
isogroup71022_c0_g1	K14163
isogroup68298_c1_g1	K10380
isogroup4803_c0_g1	K09848
isogroup77621_c1_g1	K01245
isogroup74322_c0_g3	K08858
isogroup71858_c3_g1	K15030
isogroup75428_c0_g1	K04570
isogroup41457_c0_g1	K05312
isogroup73082_c0_g1	K11982
isogroup62098_c0_g2	K14563
isogroup9242_c0_g1	K11353
isogroup75381_c0_g2	K16750
isogroup70597_c3_g1	K10632
isogroup38317_c0_g1	K00058
isogroup74405_c3_g1	K03424
isogroup75497_c1_g1	K22614
isogroup70517_c0_g1	K16524
isogroup68128_c0_g1	K05658
isogroup68029_c8_g1	K18743
isogroup70497_c8_g1	K11446
isogroup120636_c0_g1	K10436
isogroup69063_c1_g1	K14216
isogroup53137_c0_g2	K14537
isogroup69687_c4_g2	K16639
isogroup78287_c1_g1	K06672
isogroup67529_c1_g3	K03234
isogroup89154_c0_g1	K06777
isogroup76678_c0_g1	K16475
isogroup87362_c0_g1	K05655
isogroup77827_c6_g1	K04079
isogroup68967_c8_g4	K02941
isogroup69572_c5_g1	K01070
isogroup74513_c0_g2	K10417
isogroup124130_c0_g1	K24124
isogroup79294_c4_g1	K08654
isogroup83653_c0_g1	K17592
isogroup35589_c0_g1	K08892
isogroup2340_c0_g1	K08606
isogroup76045_c3_g1	K23802
isogroup71723_c0_g1	K08054
isogroup97836_c0_g1	K06272
isogroup78884_c1_g1	K24469
isogroup64750_c0_g1	K04448
isogroup69538_c1_g1	K01148
isogroup72872_c0_g2	K02739
isogroup68796_c8_g1	K10158
isogroup58761_c0_g1	K13095
isogroup74942_c4_g1	K22762
isogroup56717_c0_g1	K06236
isogroup26425_c0_g1	K16740
isogroup52053_c0_g1	K05719
isogroup66905_c4_g5	K09490
isogroup78682_c2_g2	K13539
isogroup78859_c1_g1	K17341
isogroup67837_c0_g1	K23924
isogroup77364_c1_g3	K01267
isogroup77028_c1_g3	K05872
isogroup63795_c0_g1	K18629
isogroup71443_c0_g1	K03627
isogroup72059_c2_g1	K22017
isogroup70215_c1_g2	K02883
isogroup75944_c5_g3	K02981
isogroup53239_c0_g3	K12046
isogroup66826_c1_g1	K13948
isogroup77533_c0_g3	K01349
isogroup77606_c1_g1	K24722
isogroup112198_c0_g1	K04659
isogroup73285_c3_g2	K22017
isogroup55610_c0_g2	K15104
isogroup78311_c0_g1	K18437
isogroup69947_c2_g1	K10585
isogroup36553_c0_g1	K02915
isogroup75445_c1_g1	K04600
isogroup73215_c0_g1	K06632
isogroup74464_c0_g2	K00809
isogroup79167_c3_g1	K16669
isogroup104860_c0_g1	K14852
isogroup66130_c1_g2	K03138
isogroup72790_c0_g1	K11268
isogroup69675_c2_g1	K02183
isogroup46936_c0_g1	K03257
isogroup64500_c0_g1	K12350
isogroup69126_c0_g1	K00456
isogroup71074_c2_g1	K20876
isogroup65915_c1_g1	K10104
isogroup78480_c0_g1	K06277
isogroup57209_c0_g1	K10356
isogroup50059_c0_g1	K12114
isogroup72354_c1_g2	K12460
isogroup65095_c0_g1	K17276
isogroup75364_c3_g2	K00784
isogroup69753_c0_g2	K15296
isogroup73907_c2_g1	K15179
isogroup72211_c0_g4	K17254
isogroup109648_c0_g1	K00734
isogroup73376_c4_g1	K00234
isogroup54432_c0_g1	K14539
isogroup59586_c0_g1	K08762
isogroup49397_c0_g1	K12666
isogroup64163_c0_g1	K17307
isogroup75683_c0_g1	K10089
isogroup66159_c7_g1	K02885
isogroup35778_c0_g1	K09583
isogroup121389_c0_g1	K13912
isogroup73067_c1_g2	K02925
isogroup67664_c4_g7	K14842
isogroup50399_c0_g1	K10592
isogroup81373_c0_g1	K04688
isogroup71520_c1_g2	K08818
isogroup55653_c0_g1	K01204
isogroup67224_c3_g5	K02938
isogroup68103_c1_g1	K17785
isogroup74572_c0_g1	K06835
isogroup72133_c0_g1	K14753
isogroup68901_c0_g2	K16353
isogroup69796_c1_g1	K08770
isogroup66218_c4_g5	K03132
isogroup50026_c0_g1	K09660
isogroup68254_c0_g10	K04374
isogroup23281_c0_g1	K00710
isogroup35932_c0_g1	K02736
isogroup55667_c0_g4	K14943
isogroup68158_c4_g5	K02132
isogroup77841_c1_g1	K10858
isogroup51790_c0_g1	K03955
isogroup63996_c2_g4	K02981
isogroup79457_c7_g1	K22754
isogroup87184_c0_g1	K14313
isogroup78493_c1_g1	K03348
isogroup13920_c0_g1	K02128
isogroup63987_c0_g1	K00036
isogroup36716_c0_g1	K04437
isogroup48451_c0_g1	K12394
isogroup68742_c0_g7	K16669
isogroup77632_c0_g5	K20052
isogroup70154_c0_g2	K16482
isogroup72365_c0_g1	K03247
isogroup77287_c3_g1	K21919
isogroup70953_c3_g1	K20309
isogroup77618_c0_g1	K19674
isogroup78922_c10_g1	K02918
isogroup73605_c2_g1	K15201
isogroup55367_c0_g1	K10373
isogroup72016_c1_g1	K07298
isogroup69789_c1_g3	K03521
isogroup120587_c0_g1	K02966
isogroup68100_c6_g2	K00940
isogroup56840_c0_g1	K25029
isogroup39860_c0_g1	K09479
isogroup72803_c0_g1	K08105
isogroup74566_c0_g2	K17608
isogroup63271_c1_g1	K17266
isogroup69793_c3_g1	K14396
isogroup47176_c0_g1	K01365
isogroup67252_c0_g4	K01106
isogroup72738_c7_g1	K22647
isogroup110883_c0_g1	K13155
isogroup53977_c0_g2	K01069
isogroup74357_c6_g1	K24759
isogroup68781_c1_g3	K05544
isogroup72595_c0_g1	K08738
isogroup67345_c1_g1	K24941
isogroup119745_c0_g1	K24729
isogroup28767_c0_g1	K06270
isogroup75286_c0_g2	K22987
isogroup68431_c2_g2	K05103
isogroup63033_c0_g1	K23837
isogroup64400_c0_g5	K24086
isogroup53026_c0_g1	K04430
isogroup77344_c1_g1	K01027
isogroup121950_c0_g1	K05658
isogroup44206_c0_g1	K15719
isogroup66541_c4_g2	K03231
isogroup71595_c2_g1	K02877
isogroup67128_c0_g2	K13505
isogroup72053_c0_g1	K08819
isogroup120362_c0_g1	K10294
isogroup68383_c0_g1	K08857
isogroup61492_c0_g1	K14638
isogroup74824_c1_g1	K07151
isogroup75892_c5_g1	K00734
