isogroup1909_c0_g3	K20818
isogroup167977_c0_g1	K21776
isogroup90608_c0_g1	K11348
isogroup30486_c0_g1	K00128
isogroup5483_c1_g1	K01301
isogroup14175_c0_g1	K02893
isogroup8018_c0_g1	K04405
isogroup26750_c0_g1	K00249
isogroup3975_c0_g1	K19682
isogroup22340_c0_g1	K04079
isogroup3935_c0_g1	K16910
isogroup82323_c0_g1	K08790
isogroup843_c0_g2	K14985
isogroup5585_c1_g1	K14767
isogroup83792_c0_g1	K24024
isogroup1968_c0_g1	K02493
isogroup32335_c0_g1	K05728
isogroup5076_c0_g1	K07297
isogroup287_c0_g2	K20168
isogroup1871_c0_g2	K14296
isogroup12464_c0_g3	K14638
isogroup3953_c0_g1	K16571
isogroup5761_c1_g1	K12898
isogroup76670_c0_g1	K04501
isogroup35991_c0_g1	K16857
isogroup48_c0_g4	K20456
isogroup76263_c0_g1	K20042
isogroup6354_c0_g2	K07897
isogroup4669_c0_g1	K06626
isogroup24261_c0_g1	K24154
isogroup47232_c0_g1	K22017
isogroup141499_c0_g1	K07911
isogroup37418_c0_g1	K01411
isogroup2768_c0_g1	K03026
isogroup18989_c0_g1	K14638
isogroup6453_c1_g1	K10666
isogroup18510_c0_g1	K13251
isogroup114777_c0_g1	K00857
isogroup111890_c0_g1	K03939
isogroup96674_c0_g1	K22937
isogroup80329_c0_g1	K20631
isogroup21957_c0_g1	K21138
isogroup31001_c0_g1	K14947
isogroup32022_c0_g2	K10359
isogroup22159_c0_g1	K18529
isogroup58190_c0_g1	K00111
isogroup2058_c0_g1	K10300
isogroup37424_c0_g1	K15369
isogroup4027_c0_g1	K17592
isogroup40891_c0_g2	K24887
isogroup18655_c0_g2	K16669
isogroup126190_c0_g1	K19761
isogroup138130_c0_g1	K08624
isogroup98386_c0_g1	K04630
isogroup56935_c0_g1	K22754
isogroup106428_c0_g1	K08592
isogroup8463_c0_g1	K08654
isogroup22168_c0_g1	K13806
isogroup140604_c0_g1	K22747
isogroup49578_c0_g1	K01365
isogroup111773_c0_g1	K16732
isogroup165060_c0_g1	K12813
isogroup35478_c0_g1	K01021
isogroup164332_c0_g1	K03245
isogroup1696_c0_g4	K00922
isogroup4098_c0_g1	K03173
isogroup102284_c0_g1	K12196
isogroup153270_c0_g1	K00128
isogroup84711_c0_g1	K01191
isogroup7427_c0_g1	K03240
isogroup81983_c0_g1	K18258
isogroup35991_c0_g2	K04659
isogroup89869_c0_g1	K13116
isogroup9447_c0_g1	K02917
isogroup2247_c0_g1	K00981
isogroup67342_c2_g1	K17776
isogroup124814_c0_g1	K00469
isogroup19522_c0_g1	K00477
isogroup33806_c0_g1	K13120
isogroup1754_c1_g1	K05692
isogroup853_c0_g2	K20217
isogroup6660_c0_g2	K10455
isogroup29254_c0_g1	K11353
isogroup114686_c0_g1	K12848
isogroup90963_c0_g1	K13239
isogroup4596_c0_g2	K02942
isogroup16569_c0_g1	K05695
isogroup9878_c0_g2	K13126
isogroup66099_c0_g1	K04601
isogroup30707_c0_g1	K02735
isogroup25143_c0_g1	K00933
isogroup31206_c0_g1	K03264
isogroup8775_c0_g2	K05757
isogroup41313_c0_g1	K13526
isogroup40736_c1_g1	K10380
isogroup24653_c0_g1	K05909
isogroup6178_c0_g2	K10886
isogroup3153_c0_g1	K10640
isogroup32745_c0_g4	K17086
isogroup40199_c0_g2	K16669
isogroup7684_c0_g1	K11421
isogroup9524_c0_g1	K22754
isogroup9020_c1_g1	K10380
isogroup17988_c0_g1	K15432
isogroup113366_c0_g1	K00901
isogroup136688_c0_g1	K02984
isogroup37355_c0_g1	K06237
isogroup102750_c0_g1	K10251
isogroup23635_c0_g1	K14677
isogroup4787_c0_g1	K24627
isogroup4568_c0_g1	K15698
isogroup2039_c0_g1	K04674
isogroup139378_c0_g1	K18041
isogroup52879_c0_g1	K00613
isogroup53860_c0_g1	K04439
isogroup12664_c0_g2	K23820
isogroup2348_c0_g1	K09571
isogroup10134_c0_g2	K17404
isogroup10619_c0_g1	K22255
isogroup4130_c0_g2	K07759
isogroup77527_c0_g1	K03252
isogroup52246_c0_g1	K04431
isogroup25986_c0_g1	K01596
isogroup786_c0_g2	K11839
isogroup53363_c0_g1	K17804
isogroup18622_c0_g1	K00966
isogroup138898_c0_g1	K24729
isogroup4074_c0_g1	K02726
isogroup35482_c0_g1	K24523
isogroup5502_c0_g1	K14165
isogroup9703_c0_g1	K00927
isogroup28573_c0_g1	K16848
isogroup12114_c0_g2	K24420
isogroup8046_c0_g2	K16910
isogroup53227_c0_g1	K04097
isogroup18147_c0_g1	K22614
isogroup150236_c0_g1	K09517
isogroup4636_c0_g1	K24932
isogroup19617_c0_g1	K18041
isogroup114381_c0_g1	K02883
isogroup31890_c0_g1	K12199
isogroup12667_c0_g1	K04706
isogroup8937_c0_g1	K06571
isogroup40141_c0_g1	K18758
isogroup17773_c0_g1	K03122
isogroup38241_c0_g1	K10350
isogroup18458_c0_g4	K11977
isogroup18300_c0_g1	K18468
isogroup14375_c0_g1	K20181
isogroup161989_c0_g1	K03953
isogroup21888_c0_g1	K22754
isogroup55645_c0_g1	K00558
isogroup39131_c0_g1	K17086
isogroup5941_c0_g1	K00698
isogroup382_c0_g1	K13800
isogroup152422_c0_g1	K24687
isogroup7000_c0_g1	K04385
isogroup52321_c0_g1	K16910
isogroup54047_c1_g1	K22503
isogroup44634_c0_g1	K22182
isogroup2261_c0_g1	K06277
isogroup2902_c0_g1	K10481
isogroup106054_c0_g1	K01847
isogroup170394_c0_g1	K17503
isogroup11247_c0_g1	K06115
isogroup33048_c0_g1	K16473
isogroup13608_c0_g1	K24348
isogroup169985_c0_g1	K06269
isogroup100430_c0_g1	K24736
isogroup50941_c0_g1	K00128
isogroup7280_c0_g1	K04676
isogroup115995_c0_g1	K10878
isogroup4010_c0_g1	K18260
isogroup98850_c0_g1	K20456
isogroup8603_c0_g1	K06571
isogroup15935_c0_g1	K12076
isogroup13880_c0_g1	K12399
isogroup39576_c0_g1	K09550
isogroup138352_c0_g1	K18032
isogroup34359_c0_g1	K06835
isogroup164217_c0_g1	K15042
isogroup102246_c0_g1	K01373
isogroup64047_c0_g1	K00771
isogroup96896_c0_g1	K10590
isogroup5066_c1_g1	K17602
isogroup8704_c0_g1	K14847
isogroup101576_c0_g1	K03447
isogroup101016_c0_g1	K13203
isogroup2497_c0_g1	K24069
isogroup9534_c0_g1	K03236
isogroup47357_c0_g1	K15013
isogroup129120_c0_g1	K24816
isogroup1105_c0_g4	K00010
isogroup3609_c0_g1	K19041
isogroup25439_c0_g1	K02087
isogroup12476_c0_g1	K11517
isogroup33447_c1_g2	K00789
isogroup14356_c0_g1	K00134
isogroup6105_c0_g1	K00088
isogroup113182_c0_g1	K13912
isogroup42667_c0_g1	K14565
isogroup18780_c0_g2	K10589
isogroup608_c0_g1	K24104
isogroup26857_c1_g1	K10258
isogroup9262_c0_g1	K15255
isogroup12742_c0_g1	K08106
isogroup7238_c0_g1	K22139
isogroup33711_c0_g1	K03386
isogroup77735_c0_g1	K01681
isogroup150513_c0_g1	K04450
isogroup8543_c0_g1	K02375
isogroup126435_c0_g1	K09574
isogroup6594_c0_g2	K08066
isogroup50997_c0_g1	K20643
isogroup6439_c0_g1	K17362
isogroup11075_c0_g1	K10408
isogroup27882_c0_g1	K25165
isogroup36603_c1_g1	K09374
isogroup67922_c0_g1	K17563
isogroup35858_c0_g1	K14292
isogroup12926_c0_g1	K18203
isogroup16704_c0_g1	K03173
isogroup91830_c0_g1	K16603
isogroup166848_c0_g1	K03363
isogroup54856_c0_g1	K00103
isogroup5111_c0_g1	K12398
isogroup17645_c0_g1	K00323
isogroup50376_c0_g1	K18461
isogroup1014_c0_g1	K05396
isogroup10319_c0_g2	K17411
isogroup19892_c0_g1	K20520
isogroup29990_c0_g3	K05655
isogroup7659_c0_g2	K04615
isogroup92011_c0_g1	K06704
isogroup133070_c0_g1	K12307
isogroup76501_c0_g1	K00287
isogroup14263_c0_g1	K17966
isogroup130226_c0_g1	K04630
isogroup102618_c0_g1	K08582
isogroup8070_c0_g1	K18405
isogroup35692_c0_g1	K09455
isogroup138053_c0_g1	K06560
isogroup86733_c0_g1	K14621
isogroup16198_c0_g1	K15502
isogroup55606_c0_g1	K22614
isogroup10135_c0_g1	K00645
isogroup2341_c0_g1	K01737
isogroup27444_c0_g1	K18592
isogroup51349_c0_g1	K12836
isogroup125816_c0_g1	K18743
isogroup8126_c0_g1	K16803
isogroup163123_c0_g1	K10089
isogroup41200_c0_g1	K03935
isogroup169733_c0_g1	K01698
isogroup46429_c0_g1	K23288
isogroup12721_c0_g1	K01134
isogroup80327_c0_g1	K08012
isogroup3006_c0_g1	K17785
isogroup1980_c0_g1	K12389
isogroup5902_c0_g1	K23958
isogroup48079_c0_g1	K17592
isogroup138846_c0_g1	K11703
isogroup125221_c0_g1	K02901
isogroup94671_c0_g1	K06111
isogroup27090_c0_g1	K00456
isogroup2899_c0_g3	K01807
isogroup165734_c0_g1	K01262
isogroup82884_c0_g1	K08371
isogroup54996_c0_g1	K01487
isogroup20545_c0_g1	K03174
isogroup13266_c0_g1	K10380
isogroup127914_c0_g1	K00922
isogroup76544_c0_g1	K16910
isogroup27689_c1_g1	K14686
isogroup2812_c0_g1	K08794
isogroup59689_c0_g1	K01076
isogroup1607_c0_g1	K13122
isogroup22273_c0_g1	K08568
isogroup46989_c0_g1	K22182
isogroup141721_c0_g1	K06030
isogroup9046_c0_g2	K00457
isogroup57210_c0_g1	K17602
isogroup124859_c0_g1	K02211
isogroup118830_c0_g1	K15621
isogroup4108_c0_g1	K24404
isogroup20442_c0_g1	K10365
isogroup130673_c0_g1	K03942
isogroup62040_c0_g1	K08841
isogroup6227_c0_g1	K09531
isogroup104077_c0_g1	K11347
isogroup1623_c0_g1	K11987
isogroup4710_c0_g3	K16904
isogroup76432_c0_g1	K09582
isogroup4897_c0_g1	K04420
isogroup7183_c0_g1	K01084
isogroup169464_c0_g1	K04962
isogroup11745_c0_g1	K22754
isogroup167538_c0_g1	K23939
isogroup10674_c0_g1	K00033
isogroup2519_c1_g2	K09580
isogroup56303_c0_g1	K12823
isogroup11730_c0_g1	K05126
isogroup80748_c0_g1	K08857
isogroup54439_c0_g1	K22827
isogroup171056_c0_g1	K06130
isogroup71069_c0_g1	K03331
isogroup74085_c0_g1	K04403
isogroup27835_c1_g1	K05931
isogroup49609_c0_g1	K19985
isogroup167537_c0_g1	K12827
isogroup1448_c0_g1	K07748
isogroup28572_c0_g1	K23271
isogroup91401_c0_g1	K13649
isogroup7225_c0_g1	K00072
isogroup169280_c0_g1	K01106
isogroup9487_c0_g1	K16687
isogroup106094_c0_g1	K20305
isogroup5088_c0_g2	K16774
isogroup22539_c0_g2	K08957
isogroup17439_c0_g1	K08844
isogroup96458_c0_g1	K14325
isogroup4594_c0_g1	K15050
isogroup166251_c0_g1	K04487
isogroup12462_c1_g1	K13499
isogroup136593_c0_g1	K08337
isogroup6414_c0_g1	K21594
isogroup6554_c0_g3	K08012
isogroup40079_c0_g1	K01784
isogroup70359_c0_g1	K07374
isogroup74106_c0_g1	K08568
isogroup6923_c0_g1	K10408
isogroup2541_c0_g1	K05724
isogroup95183_c0_g1	K00826
isogroup91407_c0_g1	K23542
isogroup7287_c0_g1	K01074
isogroup2331_c0_g1	K18953
isogroup47351_c0_g1	K03015
isogroup933_c0_g1	K07933
isogroup7321_c0_g1	K14288
isogroup29392_c0_g1	K04431
isogroup21881_c0_g3	K06110
isogroup17380_c0_g3	K02730
isogroup29284_c0_g1	K06278
isogroup28889_c0_g1	K09355
isogroup127518_c0_g1	K03265
isogroup20346_c0_g1	K07369
isogroup80949_c0_g1	K18061
isogroup58341_c0_g1	K12384
isogroup29335_c0_g2	K01488
isogroup101812_c0_g1	K24260
isogroup7929_c0_g1	K13525
isogroup32210_c0_g1	K03063
isogroup11986_c0_g2	K17266
isogroup7551_c0_g1	K21772
isogroup9133_c0_g1	K02943
isogroup151430_c0_g1	K01468
isogroup6785_c0_g1	K12461
isogroup57729_c0_g1	K21440
isogroup12093_c0_g2	K02599
isogroup26480_c0_g1	K02649
isogroup4890_c0_g1	K14825
isogroup5224_c0_g1	K01349
isogroup3218_c0_g1	K09645
isogroup669_c0_g1	K15501
isogroup164345_c0_g1	K22754
isogroup6509_c0_g3	K03233
isogroup21993_c0_g1	K00922
isogroup77557_c0_g2	K20183
isogroup969_c0_g2	K22804
isogroup6737_c0_g1	K04513
isogroup62421_c0_g1	K13566
isogroup63354_c0_g1	K17081
isogroup12611_c0_g1	K25079
isogroup21200_c0_g1	K06965
isogroup43351_c0_g2	K15109
isogroup90819_c0_g1	K18723
isogroup63578_c0_g1	K09527
isogroup1108_c0_g1	K02375
isogroup54777_c0_g1	K10408
isogroup5360_c0_g1	K14819
isogroup14363_c0_g3	K05766
isogroup31593_c0_g1	K19874
isogroup5598_c0_g1	K23854
isogroup41647_c0_g1	K08624
isogroup52028_c0_g1	K08504
isogroup126339_c0_g1	K00710
isogroup5754_c0_g2	K06997
isogroup11353_c0_g1	K05931
isogroup2534_c0_g1	K20630
isogroup29056_c0_g1	K22614
isogroup3273_c1_g2	K10353
isogroup2850_c0_g2	K16746
isogroup4964_c0_g2	K01251
isogroup10581_c0_g2	K08059
isogroup22958_c0_g1	K06173
isogroup3238_c0_g1	K10871
isogroup93_c0_g1	K15014
isogroup29299_c1_g1	K04443
isogroup3700_c0_g1	K18460
isogroup5311_c0_g1	K09657
isogroup35917_c0_g1	K22614
isogroup17630_c0_g1	K06106
isogroup75563_c0_g1	K14376
isogroup4538_c0_g1	K04456
isogroup27669_c2_g1	K18441
isogroup7624_c0_g1	K03872
isogroup48132_c0_g1	K08803
isogroup1937_c0_g1	K08488
isogroup18625_c0_g1	K23924
isogroup8487_c0_g1	K20163
isogroup101781_c0_g1	K17757
isogroup14729_c0_g1	K10457
isogroup50563_c0_g1	K18733
isogroup90327_c0_g1	K17503
isogroup10881_c0_g1	K02977
isogroup165916_c0_g1	K11851
isogroup37551_c0_g1	K16280
isogroup17336_c0_g1	K01510
isogroup57819_c0_g1	K01054
isogroup83106_c0_g1	K12306
isogroup1353_c0_g1	K20290
isogroup29600_c0_g1	K13249
isogroup37914_c0_g3	K20298
isogroup30783_c0_g1	K11108
isogroup29312_c0_g1	K13219
isogroup10056_c0_g2	K19995
isogroup42052_c0_g2	K20636
isogroup1133_c0_g1	K09539
isogroup23007_c0_g1	K24728
isogroup81531_c0_g1	K10454
isogroup138659_c0_g1	K15111
isogroup163563_c0_g1	K18733
isogroup1507_c0_g2	K10394
isogroup7854_c0_g1	K08451
isogroup166336_c0_g1	K24185
isogroup59970_c0_g1	K12197
isogroup194_c1_g1	K17917
isogroup150766_c0_g1	K07748
isogroup2153_c0_g1	K15503
isogroup75878_c0_g1	K12462
isogroup48916_c0_g1	K07922
isogroup80391_c0_g1	K22614
isogroup5390_c0_g1	K06927
isogroup24977_c0_g1	K00967
isogroup4882_c0_g1	K17576
isogroup3266_c0_g1	K04984
isogroup48109_c0_g1	K03392
isogroup115299_c0_g1	K02891
isogroup54665_c0_g1	K02930
isogroup10967_c0_g1	K05619
isogroup43070_c0_g2	K24229
isogroup57217_c0_g2	K03283
isogroup27525_c0_g1	K09481
isogroup3070_c0_g1	K11861
isogroup8500_c0_g1	K01134
isogroup98242_c0_g1	K23901
isogroup64381_c0_g1	K11368
isogroup154990_c0_g1	K04708
isogroup154024_c0_g1	K13912
isogroup102465_c0_g1	K09099
isogroup80183_c0_g1	K17751
isogroup21036_c0_g1	K08858
isogroup9316_c0_g1	K23551
isogroup73372_c0_g1	K08833
isogroup114515_c0_g1	K01373
isogroup1061_c0_g1	K03111
isogroup24044_c0_g1	K10410
isogroup102998_c0_g1	K17080
isogroup55952_c0_g1	K00717
isogroup9252_c0_g2	K14443
isogroup201_c0_g1	K06233
isogroup64238_c0_g1	K23568
isogroup63427_c0_g1	K19528
isogroup27989_c1_g1	K09583
isogroup2074_c0_g1	K11406
isogroup131814_c0_g1	K23503
isogroup173500_c0_g1	K15502
isogroup67170_c0_g1	K06631
isogroup3382_c0_g1	K10799
isogroup3392_c2_g1	K20367
isogroup16372_c0_g1	K01895
isogroup25530_c0_g1	K00852
isogroup11364_c0_g1	K00600
isogroup46872_c0_g1	K24469
isogroup2732_c0_g2	K02739
isogroup20097_c0_g1	K12349
isogroup9937_c0_g1	K11674
isogroup80237_c0_g2	K17800
isogroup248_c0_g2	K05129
isogroup218_c0_g1	K12026
isogroup72352_c0_g1	K00699
isogroup37083_c0_g1	K04733
isogroup72238_c0_g1	K08855
isogroup7818_c0_g1	K09848
isogroup19702_c0_g1	K08291
isogroup41165_c0_g1	K13278
isogroup39961_c0_g1	K20196
isogroup61882_c0_g1	K11599
isogroup153223_c0_g1	K13137
isogroup40602_c0_g1	K16739
isogroup6260_c0_g1	K14560
isogroup20922_c0_g1	K10396
isogroup10022_c0_g1	K12076
isogroup4816_c0_g2	K13335
isogroup13796_c0_g1	K18584
isogroup85951_c0_g1	K01206
isogroup48941_c0_g1	K13097
isogroup17218_c0_g2	K03234
isogroup8735_c0_g1	K17601
isogroup96289_c0_g1	K15177
isogroup80226_c0_g1	K00102
isogroup28251_c0_g1	K11824
isogroup22422_c0_g5	K12870
isogroup26580_c0_g1	K03521
isogroup2118_c0_g1	K12035
isogroup172500_c0_g1	K11511
isogroup13972_c0_g1	K10486
isogroup71152_c1_g1	K00910
isogroup62668_c0_g1	K10408
isogroup112619_c0_g1	K01379
isogroup8171_c0_g2	K12402
isogroup39097_c0_g1	K23490
isogroup4286_c1_g1	K17887
isogroup10193_c0_g1	K16489
isogroup7955_c0_g1	K07903
isogroup32520_c0_g1	K12373
isogroup33706_c0_g1	K10454
isogroup57834_c0_g1	K24048
isogroup46873_c0_g1	K21439
isogroup6946_c0_g1	K22614
isogroup71063_c0_g1	K00232
isogroup63741_c0_g1	K12896
isogroup1270_c0_g1	K01069
isogroup3083_c0_g1	K05765
isogroup49495_c0_g2	K10747
isogroup836_c0_g1	K17987
isogroup58791_c0_g2	K13485
isogroup9783_c0_g3	K24553
isogroup99188_c0_g1	K07119
isogroup5886_c2_g1	K03950
isogroup14375_c0_g2	K20181
isogroup50325_c0_g1	K04487
isogroup16991_c0_g1	K01687
isogroup149174_c0_g1	K17407
isogroup172832_c0_g1	K12316
isogroup25223_c0_g2	K02377
isogroup5835_c0_g3	K14559
isogroup40222_c0_g1	K01974
isogroup163613_c0_g1	K11995
isogroup11828_c0_g1	K01464
isogroup34872_c0_g1	K14650
isogroup6548_c1_g1	K11126
isogroup8106_c0_g2	K08803
isogroup77216_c0_g1	K20636
isogroup67796_c0_g2	K23820
isogroup117172_c0_g1	K06777
isogroup936_c0_g1	K10598
isogroup141806_c0_g1	K01510
isogroup70375_c0_g1	K03635
isogroup442_c0_g1	K17849
isogroup23379_c0_g1	K12382
isogroup26249_c0_g1	K00771
isogroup6417_c0_g3	K16724
isogroup1579_c0_g2	K00967
isogroup144616_c0_g1	K22754
isogroup13597_c0_g1	K00503
isogroup8233_c0_g2	K17493
isogroup9948_c0_g1	K12190
isogroup7305_c0_g1	K10380
isogroup26476_c0_g1	K04681
isogroup85029_c0_g1	K07561
isogroup32143_c4_g1	K11995
isogroup76705_c0_g2	K01619
isogroup8264_c0_g1	K03352
isogroup44091_c0_g1	K08056
isogroup595_c0_g1	K01074
isogroup36846_c0_g1	K01904
isogroup128766_c0_g1	K11415
isogroup32304_c0_g1	K12460
isogroup157538_c0_g1	K17592
isogroup65172_c0_g1	K08498
isogroup6362_c0_g1	K00767
isogroup91894_c0_g1	K00953
isogroup53863_c0_g1	K20726
isogroup148333_c0_g1	K11997
isogroup87114_c0_g1	K13948
isogroup3713_c0_g1	K09481
isogroup2067_c0_g1	K11833
isogroup21653_c1_g1	K05288
isogroup45929_c0_g1	K14025
isogroup10324_c0_g2	K13411
isogroup25489_c0_g1	K11247
isogroup25545_c0_g3	K03231
isogroup38881_c0_g1	K01528
isogroup36187_c0_g1	K00940
isogroup586_c7_g1	K03234
isogroup163905_c0_g1	K14399
isogroup164921_c0_g1	K02991
isogroup8737_c0_g1	K13172
isogroup24146_c0_g1	K00078
isogroup164126_c0_g1	K15690
isogroup129498_c0_g1	K01581
isogroup13352_c0_g1	K04547
isogroup16825_c0_g1	K01724
isogroup70782_c0_g1	K10158
isogroup138521_c0_g1	K05956
isogroup4917_c0_g2	K05089
isogroup2603_c1_g1	K01937
isogroup26672_c0_g5	K00072
isogroup153206_c0_g1	K15902
isogroup119144_c0_g1	K20164
isogroup1746_c1_g1	K17759
isogroup3367_c0_g1	K17407
isogroup252_c1_g1	K00280
isogroup24261_c0_g2	K24154
isogroup37279_c0_g1	K13376
isogroup10704_c0_g2	K24997
isogroup44538_c0_g1	K00382
isogroup12626_c0_g3	K12757
isogroup15097_c1_g1	K05850
isogroup111741_c0_g1	K11515
isogroup38150_c0_g1	K10408
isogroup1890_c0_g1	K00587
isogroup5219_c0_g1	K13912
isogroup15379_c0_g1	K10390
isogroup91789_c0_g1	K12404
isogroup48025_c0_g1	K24510
isogroup28086_c0_g2	K06279
isogroup4178_c0_g1	K22128
isogroup105781_c0_g1	K01520
isogroup52348_c0_g1	K02985
isogroup46775_c0_g1	K00415
isogroup18082_c0_g1	K20120
isogroup39411_c0_g1	K12236
isogroup44333_c0_g2	K01115
isogroup35931_c0_g2	K12183
isogroup8391_c0_g1	K24469
isogroup72508_c0_g1	K12319
isogroup4102_c0_g1	K24937
isogroup34619_c0_g1	K23298
isogroup3768_c0_g2	K02213
isogroup176091_c0_g1	K05015
isogroup46729_c0_g1	K04513
isogroup133735_c0_g1	K22910
isogroup121753_c0_g1	K16478
isogroup163510_c0_g1	K24779
isogroup28138_c0_g4	K14405
isogroup61114_c0_g1	K03267
isogroup28279_c0_g2	K09448
isogroup7906_c0_g2	K06278
isogroup77121_c0_g1	K08683
isogroup96564_c0_g1	K07189
isogroup13938_c0_g1	K25165
isogroup4904_c0_g1	K11251
isogroup90483_c0_g1	K24931
isogroup48486_c0_g1	K01868
isogroup1833_c0_g1	K09668
isogroup71464_c0_g1	K13122
isogroup74615_c0_g1	K04674
isogroup22979_c0_g1	K10590
isogroup3127_c2_g1	K14805
isogroup111625_c0_g1	K08872
isogroup52257_c1_g2	K23081
isogroup4175_c0_g1	K13411
isogroup33021_c0_g1	K20526
isogroup81902_c0_g1	K03781
isogroup126445_c0_g1	K12491
isogroup28852_c0_g1	K08106
isogroup30427_c0_g1	K12460
isogroup55590_c0_g1	K10080
isogroup5264_c0_g2	K13116
isogroup41623_c0_g1	K16914
isogroup18597_c0_g1	K23564
isogroup58977_c0_g1	K03511
isogroup14629_c0_g1	K10956
isogroup44193_c0_g1	K23624
isogroup9701_c0_g2	K17751
isogroup41469_c0_g2	K01137
isogroup131448_c0_g1	K03063
isogroup61705_c0_g1	K13084
isogroup3256_c0_g1	K12830
isogroup14577_c0_g1	K00236
isogroup20880_c0_g1	K08490
isogroup24628_c0_g1	K16669
isogroup116_c1_g1	K04550
isogroup4090_c0_g1	K16762
isogroup1726_c1_g1	K20168
isogroup2215_c0_g1	K15109
isogroup78155_c0_g1	K23398
isogroup156053_c0_g1	K08272
isogroup64691_c0_g1	K00915
isogroup8972_c0_g1	K09569
isogroup130872_c0_g1	K00710
isogroup13661_c0_g1	K06233
isogroup87546_c0_g1	K10180
isogroup64622_c0_g1	K10739
isogroup14093_c0_g1	K10454
isogroup3728_c0_g1	K02327
isogroup33378_c0_g1	K03936
isogroup20171_c1_g1	K04392
isogroup53626_c0_g1	K08834
isogroup28784_c0_g1	K09517
isogroup106464_c0_g1	K00889
isogroup4081_c0_g1	K05543
isogroup11315_c0_g1	K13783
isogroup88194_c0_g1	K15191
isogroup8894_c2_g2	K09490
isogroup29023_c0_g1	K13539
isogroup95154_c0_g1	K13047
isogroup33671_c0_g1	K02885
isogroup112006_c0_g1	K00019
isogroup139998_c0_g1	K03011
isogroup139250_c0_g1	K13163
isogroup1993_c0_g1	K07512
isogroup60086_c0_g1	K13254
isogroup6659_c0_g2	K02132
isogroup4827_c0_g3	K22438
isogroup35091_c0_g1	K08817
isogroup112468_c0_g1	K14726
isogroup11996_c0_g1	K18441
isogroup62215_c0_g1	K18729
isogroup163980_c0_g1	K02148
isogroup16124_c0_g1	K00542
isogroup45031_c0_g1	K14085
isogroup9470_c0_g2	K01415
isogroup139893_c0_g1	K16358
isogroup58440_c0_g1	K12035
isogroup47713_c0_g1	K10408
isogroup51929_c0_g6	K02925
isogroup4099_c1_g1	K20029
isogroup2994_c0_g1	K00857
isogroup10859_c0_g1	K03768
isogroup112720_c0_g1	K22987
isogroup22073_c0_g1	K16584
isogroup56892_c0_g2	K12035
isogroup37534_c0_g1	K24048
isogroup2441_c0_g1	K11860
isogroup68994_c0_g2	K23500
isogroup156014_c0_g1	K19584
isogroup73491_c0_g1	K00461
isogroup2070_c0_g1	K09651
isogroup26324_c0_g1	K20463
isogroup18650_c0_g5	K14003
isogroup22_c0_g1	K00850
isogroup3163_c0_g1	K08824
isogroup5112_c0_g1	K10649
isogroup18629_c0_g1	K25185
isogroup1372_c0_g2	K08105
isogroup55483_c0_g1	K15013
isogroup9268_c0_g1	K07874
isogroup107984_c0_g1	K20301
isogroup17520_c0_g1	K23740
isogroup7551_c0_g2	K21772
isogroup111820_c0_g1	K16307
isogroup849_c0_g1	K05665
isogroup3812_c0_g1	K14820
isogroup58130_c0_g2	K03083
isogroup13530_c0_g1	K06096
isogroup149430_c0_g1	K11834
isogroup2850_c0_g1	K09580
isogroup31775_c0_g1	K07897
isogroup22007_c2_g1	K08341
isogroup34067_c0_g1	K14621
isogroup22872_c0_g3	K20123
isogroup3330_c1_g2	K08267
isogroup2813_c0_g1	K13346
isogroup97444_c0_g1	K23879
isogroup35621_c0_g1	K19532
isogroup38504_c0_g1	K20071
isogroup73666_c0_g1	K18384
isogroup528_c0_g1	K06094
isogroup43251_c0_g1	K00844
isogroup11479_c0_g1	K02734
isogroup13212_c0_g1	K03233
isogroup112719_c0_g1	K14638
isogroup27391_c0_g1	K20044
isogroup14318_c0_g1	K15212
isogroup4544_c0_g1	K18201
isogroup86000_c0_g1	K00921
isogroup5978_c0_g1	K10744
isogroup18738_c0_g1	K10392
isogroup150063_c0_g1	K14831
isogroup75504_c0_g1	K02877
isogroup11888_c0_g3	K04362
isogroup20937_c0_g1	K12877
isogroup25620_c0_g1	K03252
isogroup3895_c0_g1	K02183
isogroup864_c2_g3	K07203
isogroup11908_c0_g1	K02265
isogroup11239_c0_g3	K02866
isogroup40416_c0_g1	K00413
isogroup43762_c0_g1	K08292
isogroup50150_c0_g1	K10667
isogroup15084_c0_g1	K14799
isogroup7382_c0_g1	K10442
isogroup4637_c0_g2	K16578
isogroup124359_c0_g1	K03105
isogroup8496_c0_g1	K19613
isogroup58621_c0_g1	K20280
isogroup18542_c0_g1	K02128
isogroup10757_c0_g3	K04368
isogroup102431_c0_g1	K00698
isogroup18418_c0_g1	K05696
isogroup11168_c0_g2	K05730
isogroup59367_c0_g1	K23402
isogroup92220_c0_g1	K01847
isogroup51165_c1_g1	K07918
isogroup31613_c0_g1	K08745
isogroup93932_c0_g1	K01969
isogroup31821_c0_g1	K02728
isogroup222_c2_g1	K05948
isogroup34050_c0_g1	K02900
isogroup89119_c0_g1	K24254
isogroup82502_c0_g1	K24683
isogroup1401_c0_g1	K10888
isogroup42461_c0_g1	K00544
isogroup8417_c0_g1	K06777
isogroup2064_c0_g1	K17815
isogroup3422_c0_g2	K23049
isogroup383_c0_g1	K08287
isogroup4445_c0_g1	K02898
isogroup61864_c0_g1	K00600
isogroup149551_c0_g1	K10595
isogroup1109_c0_g1	K17613
isogroup972_c0_g3	K07375
